customer_postalcode_city_id,customer_id,postalcode_city_id
1354,MM-17260,70
1355,MP-17470,490
1356,AW-10840,305
1357,SF-20065,174
1358,SF-20065,175
1359,SN-20710,184
1360,SN-20710,185
1361,SN-20710,186
1362,RD-19900,56
1363,KT-16480,108
1364,AH-10120,160
1365,BM-11650,38
1366,BW-11200,350
1367,HG-14965,491
1368,SG-20080,103
1369,RK-19300,209
1370,RK-19300,210
1371,SW-20245,492
1372,RW-19630,87
1373,TS-21085,493
1374,JB-15400,494
1375,EH-14005,341
1376,EH-14005,147
1377,BS-11665,147
1378,JK-16120,91
1379,RF-19345,495
1380,RF-19345,496
1381,WB-21850,91
1382,TB-21625,102
1383,CB-12415,38
1384,GT-14635,354
1385,GT-14635,355
1386,TS-21160,497
1387,WB-21850,199
1388,WB-21850,200
1389,WB-21850,201
1390,DO-13435,62
1391,AF-10870,498
1392,RB-19435,499
1393,AR-10540,500
1394,AR-10540,501
1395,DR-12880,38
1396,BF-11170,250
1397,LB-16735,5
1398,DV-13465,55
1399,NK-18490,366
1400,LH-17155,132
1401,DW-13480,327
1402,KF-16285,502
1403,HA-14920,232
1404,JH-15820,503
1405,JH-15820,504
1406,LC-16930,505
1407,IL-15100,46
1408,LS-16975,43
1409,CC-12610,20
1410,PB-18805,506
1411,CJ-12010,38
1412,HK-14890,289
1413,RH-19600,507
1414,RH-19600,508
1415,IL-15100,192
1416,IL-15100,193
1417,IL-15100,194
1418,AS-10240,17
1419,AP-10915,87
1420,AG-10390,509
1421,BF-11080,220
1422,LT-17110,510
1423,BT-11305,9
1424,SC-20725,291
1425,SC-20725,292
1426,SC-20725,293
1427,CG-12040,67
1428,CG-12040,68
1429,AW-10930,244
1430,AW-10930,245
1431,RB-19705,38
1432,ML-17410,99
1433,ML-17410,100
1434,ML-17410,101
1435,VB-21745,511
1436,SW-20275,62
1437,NS-18505,86
1438,DB-13555,190
1439,DB-13555,191
1440,MH-17620,133
1441,DK-13375,512
1442,DK-13375,513
1443,EA-14035,91
1444,BT-11440,514
1445,LA-16780,153
1446,GM-14680,28
1447,AA-10315,46
1448,DB-13405,339
1449,DB-13405,340
1450,JH-15820,32
1451,DJ-13630,56
1452,CT-11995,419
1453,RH-19510,373
1454,SJ-20125,32
1455,TG-21310,17
1456,CT-11995,91
1457,BF-11005,78
1458,BF-11005,79
1459,JM-16195,31
1460,JK-16120,265
1461,HG-14965,133
1462,LA-16780,515
1463,TS-21610,46
1464,MZ-17335,206
1465,MW-18220,62
1466,MV-17485,142
1467,MV-17485,143
1468,AA-10375,215
1469,SM-20320,328
1470,SM-20320,329
1471,TP-21415,88
1472,DK-13225,209
1473,DK-13225,210
1474,MK-17905,173
1475,CS-12130,87
1476,JL-15850,46
1477,AR-10405,3
1478,LM-17065,516
1479,JK-15625,88
1480,FM-14215,369
1481,SF-20200,517
1482,PJ-18835,151
1483,CS-12355,377
1484,CS-12355,378
1485,BB-10990,304
1486,BW-11200,5
1487,RS-19420,88
1488,TS-21160,155
1489,TS-21160,156
1490,TS-21160,157
1491,QJ-19255,38
1492,VD-21670,235
1493,JL-15505,518
1494,DL-13495,155
1495,DL-13495,156
1496,DL-13495,157
1497,MO-17800,332
1498,BP-11185,48
1499,MS-17980,20
1500,SV-20935,38
1501,BC-11125,482
1502,BC-11125,483
1503,EM-13825,519
1504,BD-11500,275
1505,BD-11500,276
1506,BD-11500,277
1507,HW-14935,88
1508,KC-16255,1
1509,KC-16255,2
1510,BM-11575,62
1511,KN-16705,520
1512,JD-16150,15
1513,LA-16780,31
1514,RW-19690,521
1515,RW-19690,522
1516,KW-16570,523
1517,CC-12220,99
1518,CC-12220,100
1519,CC-12220,101
1520,RH-19495,38
1521,JK-15625,64
1522,JK-15625,65
1523,JK-15625,66
1524,DC-13285,237
1525,GM-14455,163
1526,GM-14455,164
1527,GM-14455,165
1528,CL-11890,48
1529,PV-18985,283
1530,LT-17110,93
1531,AM-10360,5
1532,SC-20260,46
1533,CP-12340,28
1534,RF-19840,64
1535,RF-19840,65
1536,RF-19840,66
1537,AB-10060,256
1538,EH-13990,524
1539,MN-17935,330
1540,KL-16555,445
1541,KL-16555,446
1542,KL-16555,447
1543,MP-17965,172
1544,BF-11020,244
1545,BF-11020,245
1546,TP-21130,375
1547,TP-21130,376
1548,MS-17770,64
1549,MS-17770,65
1550,MS-17770,66
1551,KM-16375,525
1552,BE-11455,287
1553,CV-12295,352
1554,DK-13375,265
1555,SG-20605,38
1556,CS-12355,526
1557,PJ-18835,62
1558,NP-18700,13
1559,SB-20290,453
1560,SB-20290,454
1561,SB-20290,455
1562,HM-14860,207
1563,HM-14860,208
1564,MG-18145,90
1565,TM-21010,46
1566,BE-11335,46
1567,AS-10630,106
1568,EM-13810,3
1569,JA-15970,90
1570,TB-21595,283
1571,PP-18955,527
1572,ML-18040,528
1573,LC-16930,529
1574,MC-17590,530
1575,CR-12580,531
1576,SV-20935,445
1577,SV-20935,446
1578,SV-20935,447
1579,MZ-17515,246
1580,MZ-17515,247
1581,RB-19795,133
1582,HM-14860,9
1583,AZ-10750,38
1584,JH-15910,43
1585,PJ-18835,34
1586,PJ-18835,35
1587,PJ-18835,36
1588,PJ-18835,37
1589,CA-12265,305
1590,PW-19240,180
1591,PW-19240,181
1592,SW-20455,123
1593,AF-10870,532
1594,AM-10705,31
1595,BD-11320,147
1596,CM-12385,533
1597,CS-12400,86
1598,DB-13405,235
1599,JG-15160,241
1600,SC-20380,88
1601,CS-12460,38
1602,MK-18160,534
1603,CM-11935,421
1604,CM-11935,422
1605,PF-19225,5
1606,GM-14695,3
1607,DC-12850,235
1608,FO-14305,109
1609,AH-10210,87
1610,KN-16705,87
1611,CB-12535,395
1612,CB-12535,396
1613,TB-21250,28
1614,KD-16345,17
1615,JM-15865,535
1616,KT-16480,18
1617,SC-20575,536
1618,BS-11800,126
1619,BT-11395,13
1620,DC-12850,452
1621,LS-17200,416
1622,RR-19315,133
1623,KL-16645,46
1624,RB-19435,43
1625,MY-17380,90
1626,AW-10930,468
1627,KW-16570,97
1628,KW-16570,98
1629,DB-12910,123
1630,BB-11545,48
1631,NP-18700,537
1632,NP-18700,538
1633,PB-19105,18
1634,DW-13585,105
1635,CD-12790,468
1636,TT-21220,20
1637,DB-12910,4
1638,DJ-13510,510
1639,DL-13495,106
1640,LO-17170,539
1641,SV-20365,251
1642,EM-13810,46
1643,KD-16615,85
1644,NB-18580,91
1645,AP-10720,526
1646,JE-15745,86
1647,JM-15865,73
1648,AB-10105,1
1649,AB-10105,2
1650,PN-18775,49
1651,PN-18775,50
1652,PN-18775,51
1653,PN-18775,52
1654,JC-15775,540
1655,PF-19165,62
1656,BW-11110,43
1657,BP-11185,348
1658,TM-21010,16
1659,MB-17305,541
1660,HR-14830,38
1661,BD-11635,436
1662,BD-11635,437
1663,SF-20200,542
1664,SP-20620,235
1665,DR-12880,80
1666,DR-12880,81
1667,VM-21685,543
1668,VM-21685,544
1669,CM-12235,408
1670,SM-20320,521
1671,SM-20320,522
1672,RA-19885,155
1673,RA-19885,156
1674,RA-19885,157
1675,SD-20485,303
1676,CS-12250,545
1677,RA-19285,28
1678,BF-11005,31
1679,SE-20110,546
1680,SE-20110,547
1681,RS-19765,548
1682,BM-11650,192
1683,BM-11650,193
1684,BM-11650,194
1685,SK-19990,28
1686,EN-13780,62
1687,KN-16450,190
1688,KN-16450,191
1689,MG-17890,206
1690,MC-17590,246
1691,MC-17590,247
1692,BO-11350,90
1693,AG-10300,17
1694,MS-17365,133
1695,JM-15655,92
1696,MC-17635,499
1697,TA-21385,28
1698,SB-20290,224
1699,SB-20290,225
1700,SB-20290,226
1701,SB-20290,227
1702,AB-10150,430
1703,JF-15295,9
1704,BF-10975,421
1705,BF-10975,422
1706,TT-21265,90
1707,SB-20170,62
1708,LM-17065,549
1709,KA-16525,244
1710,KA-16525,245
1711,BF-11170,433
1712,TB-21400,430
1713,SH-19975,150
1714,AS-10225,373
1715,PK-19075,133
1716,HR-14830,33
1717,DG-13300,62
1718,CL-12700,463
1719,CL-12700,464
1720,CL-12700,465
1721,CL-12700,466
1722,HF-14995,42
1723,HG-15025,203
1724,NL-18310,90
1725,RR-19525,154
1726,TC-21295,206
1727,DB-13615,278
1728,SV-20785,362
1729,MH-18115,39
1730,MH-18115,40
1731,MH-18115,41
1732,CT-11995,31
1733,KB-16315,386
1734,RA-19285,169
1735,RA-19285,170
1736,YC-21895,5
1737,RA-19915,222
1738,CM-12160,91
1739,CS-12130,550
1740,AJ-10795,88
1741,DL-12865,262
1742,BE-11410,551
1743,BE-11410,552
1744,BE-11410,553
1745,SM-20320,190
1746,SM-20320,191
1747,RP-19390,424
1748,JD-16015,38
1749,AB-10255,92
1750,CC-12145,17
1751,GH-14425,190
1752,GH-14425,191
1753,CP-12085,484
1754,CP-12085,485
1755,CP-12085,486
1756,GM-14440,29
1757,GM-14440,30
1758,LC-16885,174
1759,LC-16885,175
1760,BT-11305,87
1761,CP-12085,28
1762,SC-20680,155
1763,SC-20680,156
1764,SC-20680,157
1765,DK-13375,28
1766,SE-20110,213
1767,LF-17185,18
1768,ON-18715,258
1769,TB-21400,303
1770,DF-13135,238
1771,EP-13915,106
1772,SK-19990,304
1773,FH-14350,87
1774,EH-13945,241
1775,JE-15715,554
1776,KL-16645,395
1777,KL-16645,396
1778,EB-13750,555
1779,BD-11725,80
1780,BD-11725,81
1781,MS-17530,126
1782,SC-20770,46
1783,FM-14380,314
1784,FM-14380,315
1785,KT-16480,163
1786,KT-16480,164
1787,KT-16480,165
1788,AP-10720,556
1789,RH-19555,540
1790,CS-11950,88
1791,TM-21010,557
1792,HF-14995,205
1793,GA-14515,46
1794,ES-14020,62
1795,JP-16135,155
1796,JP-16135,156
1797,JP-16135,157
1798,Dp-13240,558
1799,Dp-13240,559
1800,NK-18490,133
1801,PL-18925,15
1802,RW-19690,91
1803,MO-17950,109
1804,JJ-15445,560
1805,BT-11680,4
1806,RD-19585,261
1807,ML-17755,224
1808,ML-17755,225
1809,ML-17755,226
1810,ML-17755,227
1811,JE-15745,126
1812,ER-13855,136
1813,JM-15535,561
1814,SS-20140,562
1815,TC-21295,62
1816,HG-15025,125
1817,LD-17005,218
1818,AS-10285,91
1819,MP-17965,563
1820,MP-17965,564
1821,CD-12790,3
1822,MD-17860,565
1823,BM-11650,280
1824,KN-16450,566
1825,IG-15085,510
1826,JS-15595,173
1827,GA-14725,230
1828,GA-14725,231
1829,DL-13330,554
1830,CS-12505,46
1831,CC-12145,406
1832,MH-18025,88
1833,MP-18175,283
1834,DR-12940,163
1835,DR-12940,164
1836,DR-12940,165
1837,DM-13015,331
1838,BD-11620,228
1839,DC-12850,246
1840,DC-12850,247
1841,MT-18070,20
1842,MJ-17740,551
1843,MJ-17740,552
1844,MJ-17740,553
1845,ND-18370,56
1846,CA-11965,555
1847,GA-14725,3
1848,TC-21295,540
1849,JB-15400,38
1850,CK-12325,469
1851,RL-19615,421
1852,RL-19615,422
1853,AC-10660,207
1854,AC-10660,208
1855,BH-11710,15
1856,BG-11695,543
1857,BG-11695,544
1858,XP-21865,400
1859,XP-21865,401
1860,SN-20560,222
1861,DM-13345,332
1862,AJ-10780,259
1863,KC-16255,106
1864,VF-21715,192
1865,VF-21715,193
1866,VF-21715,194
1867,SV-20935,263
1868,SV-20935,264
1869,EM-13810,163
1870,EM-13810,164
1871,EM-13810,165
1872,RB-19360,519
1873,DJ-13510,126
1874,CC-12370,421
1875,CC-12370,422
1876,SC-20380,215
1877,RH-19495,567
1878,JK-15370,46
1879,AF-10885,304
1880,LC-16885,146
1881,BF-11275,160
1882,SC-20800,3
1883,SW-20275,265
1884,MC-17845,62
1885,TD-20995,126
1886,Dp-13240,105
1887,SD-20485,568
1888,TM-21010,543
1889,TM-21010,544
1890,BK-11260,133
1891,JF-15490,46
1892,EP-13915,397
1893,EP-13915,205
1894,KH-16630,87
1895,HG-14845,569
1896,JC-16105,209
1897,JC-16105,210
1898,KM-16720,354
1899,KM-16720,355
1900,EB-13975,60
1901,PW-19240,94
1902,PG-18895,62
1903,DB-12910,155
1904,DB-12910,156
1905,DB-12910,157
1906,CR-12730,32
1907,KH-16330,570
1908,DL-12925,23
1909,ME-17725,9
1910,VD-21670,348
1911,CK-12205,571
1912,DL-12925,572
1913,SE-20110,109
1914,LS-17200,15
1915,MM-17920,13
1916,DB-13270,153
1917,RW-19630,218
1918,JM-16195,402
1919,BP-11155,155
1920,BP-11155,156
1921,BP-11155,157
1922,CT-11995,573
1923,CT-11995,574
1924,TH-21550,253
1925,TH-21550,254
1926,TH-21550,255
1927,ME-17320,114
1928,TT-21220,13
1929,GT-14710,87
1930,JD-16150,283
1931,MC-18100,17
1932,LH-17020,46
1933,MP-18175,206
1934,EM-14140,384
1935,GG-14650,62
1936,MA-17995,402
1937,SH-20395,224
1938,SH-20395,225
1939,SH-20395,226
1940,SH-20395,227
1941,KT-16465,5
1942,PO-19180,88
1943,AY-10555,309
1944,AY-10555,310
1945,Co-12640,416
1946,JF-15565,421
1947,JF-15565,422
1948,AR-10510,430
1949,AG-10675,405
1950,DV-13045,147
1951,HL-15040,209
1952,HL-15040,210
1953,ND-18370,575
1954,ND-18370,576
1955,GB-14575,91
1956,CL-12565,88
1957,RC-19960,456
1958,RC-19960,457
1959,RC-19960,458
1960,RC-19960,459
1961,JB-16045,155
1962,JB-16045,156
1963,JB-16045,157
1964,MC-17635,5
1965,TT-21265,28
1966,MJ-17740,118
1967,AT-10735,492
1968,PB-19150,73
1969,NW-18400,106
1970,VP-21730,577
1971,RD-19810,209
1972,RD-19810,210
1973,MG-17875,235
1974,PA-19060,578
1975,CR-12730,38
1976,AA-10375,489
1977,JG-15160,367
1978,JG-15160,368
1979,RR-19525,304
1980,SR-20425,180
1981,SR-20425,181
1982,LS-16975,62
1983,MH-18115,579
1984,SC-20095,12
1985,JB-16000,325
1986,AC-10450,235
1987,MO-17800,15
1988,RB-19645,580
1989,AI-10855,469
1990,DR-12880,581
1991,DM-12955,511
1992,JH-16180,581
1993,AB-10060,147
1994,BD-11605,97
1995,BD-11605,98
1996,AS-10045,78
1997,AS-10045,79
1998,ZD-21925,582
1999,KF-16285,148
2000,KF-16285,149
2001,BP-11230,563
2002,BP-11230,564
2003,CC-12430,55
2004,DB-13615,87
2005,TC-21475,155
2006,TC-21475,156
2007,TC-21475,157
2008,NZ-18565,583
2009,SW-20350,118
2010,TS-21370,48
2011,DM-13345,80
2012,DM-13345,81
2013,RE-19450,250
2014,JD-16150,395
2015,JD-16150,396
2016,BF-11215,528
2017,ML-17755,304
2018,YC-21895,395
2019,YC-21895,396
2020,LR-16915,90
2021,BS-11755,5
2022,KM-16375,233
2023,BT-11530,126
2024,KB-16405,584
2025,KB-16405,585
2026,DW-13480,248
2027,DW-13480,249
2028,JC-15340,28
2029,TP-21415,43
2030,DB-12910,1
2031,DB-12910,2
2032,BH-11710,395
2033,BH-11710,396
2034,TD-20995,586
2035,CV-12805,10
2036,CS-12355,28
2037,JG-15310,361
2038,JP-16135,64
2039,JP-16135,65
2040,JP-16135,66
2041,EC-14050,28
2042,KH-16630,43
2043,FG-14260,244
2044,FG-14260,245
2045,AA-10480,463
2046,AA-10480,464
2047,AA-10480,465
2048,AA-10480,466
2049,MS-17770,87
2050,JE-15610,219
2051,EB-14110,91
2052,BP-11155,235
2053,CC-12100,17
2054,JP-15460,263
2055,JP-15460,264
2056,LS-16975,250
2057,JL-15850,62
2058,CY-12745,93
2059,RB-19360,132
2060,AR-10825,153
2061,CS-11845,87
2062,AR-10825,31
2063,RD-19810,62
2064,KH-16510,9
2065,NF-18385,80
2066,NF-18385,81
2067,SM-20950,587
2068,GH-14410,384
2069,EM-13810,38
2070,DB-13210,314
2071,DB-13210,315
2072,PT-19090,43
2073,HF-14995,13
2074,KW-16435,341
2075,KC-16675,540
2076,PK-19075,49
2077,PK-19075,50
2078,PK-19075,51
2079,PK-19075,52
2080,KT-16465,48
2081,EP-13915,118
2082,AP-10915,520
2083,SH-20395,28
2084,SM-20950,235
2085,BM-11650,297
2086,BM-11650,298
2087,BM-11650,299
2088,BM-11650,300
2089,TC-20980,20
2090,KB-16585,154
2091,JE-16165,588
2092,DR-12940,32
2093,RW-19630,62
2094,ML-18040,589
2095,JL-15130,94
2096,CM-12655,184
2097,CM-12655,185
2098,CM-12655,186
2099,FH-14365,38
2100,EH-13945,397
2101,TB-21280,314
2102,TB-21280,315
2103,AH-10030,91
2104,TT-21070,107
2105,RD-19900,126
2106,LA-16780,352
2107,SH-19975,590
2108,SF-20200,334
2109,SF-20200,335
2110,SF-20200,336
2111,TH-21235,91
2112,VG-21790,591
2113,NP-18325,327
2114,FH-14275,28
2115,JP-15460,139
2116,JP-15460,140
2117,JP-15460,141
2118,ES-14080,397
2119,KL-16645,62
2120,BN-11515,38
2121,ND-18370,18
2122,JL-15130,306
2123,RC-19825,99
2124,RC-19825,100
2125,RC-19825,101
2126,CC-12475,28
2127,DW-13195,18
2128,CK-12760,142
2129,CK-12760,143
2130,EG-13900,48
2131,SJ-20215,102
2132,BP-11185,9
2133,SJ-20125,9
2134,MC-17590,592
2135,BG-11740,106
2136,MA-17560,32
2137,CC-12220,87
2138,RA-19885,190
2139,RA-19885,191
2140,DK-12835,110
2141,DK-12835,111
2142,DK-12835,112
2143,LB-16795,570
2144,CM-11815,127
2145,CM-11815,128
2146,TS-21205,13
2147,RF-19345,173
2148,JF-15565,106
2149,EH-14185,44
2150,EH-14185,45
2151,VW-21775,519
2152,KN-16450,593
2153,SJ-20215,17
2154,PS-19045,5
2155,KM-16225,594
2156,GM-14695,303
2157,KT-16465,433
2158,MH-17785,62
2159,AF-10885,445
2160,AF-10885,446
2161,AF-10885,447
2162,JP-16135,434
2163,RD-19585,595
2164,JF-15295,577
2165,CK-12595,206
2166,KH-16510,250
2167,CM-12655,62
2168,EB-13870,73
2169,MW-18235,46
2170,CS-11950,15
2171,SP-20620,232
2172,GT-14635,38
2173,LW-17215,62
2174,AH-10030,351
2175,TH-21100,126
2176,HG-15025,263
2177,HG-15025,264
2178,EB-13750,308
2179,SC-20725,103
2180,TS-21505,119
2181,TS-21505,120
2182,TS-21505,121
2183,TS-21505,122
2184,TH-21550,38
2185,KD-16270,18
2186,GM-14455,222
2187,PR-18880,327
2188,TB-21055,500
2189,TB-21055,501
2190,ON-18715,596
2191,AH-10195,48
2192,NM-18520,87
2193,AR-10510,28
2194,BM-11650,126
2195,CA-12310,439
2196,CA-12310,440
2197,NF-18595,32
2198,AF-10870,32
2199,TC-21535,28
2200,Dp-13240,597
2201,MC-17425,94
2202,LC-17050,239
2203,BM-11650,233
2204,NW-18400,171
2205,TB-21280,198
2206,BS-11755,46
2207,SO-20335,571
2208,CS-12490,598
2209,PO-19180,18
2210,TD-20995,106
2211,SP-20620,123
2212,MS-17365,62
2213,Dp-13240,60
2214,DB-13660,250
2215,MG-17650,9
2216,EH-14185,127
2217,EH-14185,128
2218,CL-11890,147
2219,KF-16285,419
2220,DH-13075,177
2221,DH-13075,178
2222,DH-13075,179
2223,LA-16780,599
2224,HZ-14950,18
2225,CM-12190,31
2226,LB-16795,64
2227,LB-16795,65
2228,LB-16795,66
2229,JF-15490,64
2230,JF-15490,65
2231,JF-15490,66
2232,GM-14695,46
2233,SS-20590,11
2234,TC-21475,58
2235,TC-21475,59
2236,CC-12430,28
2237,CL-12565,31
2238,DE-13255,600
2239,SZ-20035,551
2240,SZ-20035,552
2241,SZ-20035,553
2242,LF-17185,134
2243,AB-10165,404
2244,NM-18520,32
2245,RA-19945,233
2246,PO-19195,46
2247,KA-16525,28
2248,JD-16150,235
2249,JO-15145,15
2250,LE-16810,395
2251,LE-16810,396
2252,AH-10690,28
2253,KN-16705,476
2254,KN-16705,477
2255,KN-16705,478
2256,TB-21250,17
2257,DP-13390,133
2258,KN-16705,433
2259,ST-20530,359
2260,EB-13870,541
2261,AH-10210,541
2262,AS-10090,147
2263,EM-13825,250
2264,KA-16525,487
2265,HJ-14875,190
2266,HJ-14875,191
2267,ND-18370,190
2268,ND-18370,191
2269,EH-13765,597
2270,MH-17455,314
2271,MH-17455,315
2272,CL-11890,46
2273,SF-20965,64
2274,SF-20965,65
2275,SF-20965,66
2276,EP-13915,601
2277,RW-19630,594
2278,SJ-20500,602
2279,SP-20620,133
2280,PJ-19015,380
2281,CC-12610,34
2282,CC-12610,35
2283,CC-12610,36
2284,CC-12610,37
2285,MY-18295,395
2286,MY-18295,396
2287,DB-13210,603
2288,MG-17875,4
2289,RH-19600,604
2290,KB-16240,605
2291,CA-12055,3
2292,JK-15730,380
2293,RD-19930,153
2294,JK-16120,38
2295,SC-20020,417
2296,HW-14935,222
2297,SC-20800,184
2298,SC-20800,185
2299,SC-20800,186
2300,HA-14920,421
2301,HA-14920,422
2302,MG-17875,244
2303,MG-17875,245
2304,DM-12955,524
2305,DM-13345,270
2306,DM-13345,271
2307,ML-17395,265
2308,GA-14515,250
2309,SU-20665,184
2310,SU-20665,185
2311,SU-20665,186
2312,BD-11320,206
2313,DB-13405,567
2314,RP-19855,521
2315,RP-19855,522
2316,EH-13765,62
2317,JL-15835,17
2318,FM-14380,28
2319,SB-20290,1
2320,SB-20290,2
2321,SV-20365,64
2322,SV-20365,65
2323,SV-20365,66
2324,MM-17920,498
2325,RD-19810,177
2326,RD-19810,178
2327,RD-19810,179
2328,ME-17320,222
2329,FH-14275,106
2330,PO-18865,3
2331,CC-12550,205
2332,TS-21505,46
2333,MD-17350,107
2334,GT-14755,17
2335,RD-19660,77
2336,DB-12910,109
2337,JK-15640,87
2338,FC-14335,491
2339,JW-15955,354
2340,JW-15955,355
2341,DC-12850,606
2342,FM-14290,561
2343,MT-17815,184
2344,MT-17815,185
2345,MT-17815,186
2346,DK-13090,14
2347,KD-16495,39
2348,KD-16495,40
2349,KD-16495,41
2350,AG-10300,46
2351,MH-18115,551
2352,MH-18115,552
2353,MH-18115,553
2354,AC-10450,413
2355,AC-10450,414
2356,FM-14290,177
2357,FM-14290,178
2358,FM-14290,179
2359,RA-19285,43
2360,JG-15160,28
2361,NZ-18565,304
2362,KM-16225,147
2363,LC-17140,15
2364,NP-18700,108
2365,RB-19330,147
2366,TH-21550,297
2367,TH-21550,298
2368,TH-21550,299
2369,TH-21550,300
2370,CK-12595,28
2371,ST-20530,62
2372,GB-14530,80
2373,GB-14530,81
2374,NC-18535,233
2375,AB-10255,91
2376,SC-20770,93
2377,JC-15340,106
2378,RA-19285,31
2379,SH-19975,409
2380,SH-19975,410
2381,JC-15775,359
2382,BC-11125,13
2383,JH-15985,9
2384,CC-12610,64
2385,CC-12610,65
2386,CC-12610,66
2387,DB-12970,31
2388,PP-18955,224
2389,PP-18955,225
2390,PP-18955,226
2391,PP-18955,227
2392,MC-17845,205
2393,VF-21715,90
2394,MC-17275,42
2395,DB-13210,218
2396,AJ-10945,607
2397,AJ-10945,608
2398,CP-12340,190
2399,CP-12340,191
2400,DB-13555,116
2401,DB-13555,117
2402,EB-13750,609
2403,JP-15460,384
2404,SC-20050,39
2405,SC-20050,40
2406,SC-20050,41
2407,FM-14290,500
2408,FM-14290,501
2409,TB-21250,230
2410,TB-21250,231
2411,EH-14125,563
2412,EH-14125,564
2413,ML-17410,147
2414,MH-17620,265
2415,BT-11680,330
2416,JC-15340,306
2417,DB-13210,610
2418,DO-13435,221
2419,FA-14230,108
2420,QJ-19255,34
2421,QJ-19255,35
2422,QJ-19255,36
2423,QJ-19255,37
2424,TC-21475,88
2425,ON-18715,397
2426,AD-10180,326
2427,AC-10615,209
2428,AC-10615,210
2429,MF-17665,304
2430,DH-13075,44
2431,DH-13075,45
2432,EN-13780,109
2433,SS-20140,491
2434,RS-19765,90
2435,JW-15955,9
2436,JK-15625,319
2437,JO-15550,280
2438,TP-21130,155
2439,TP-21130,156
2440,TP-21130,157
2441,BS-11590,192
2442,BS-11590,193
2443,BS-11590,194
2444,AB-10255,184
2445,AB-10255,185
2446,AB-10255,186
2447,FO-14305,43
2448,MF-17665,73
2449,SA-20830,222
2450,SH-19975,108
2451,JL-15235,395
2452,JL-15235,396
2453,KH-16630,330
2454,RM-19750,235
2455,VM-21835,395
2456,VM-21835,396
2457,LH-17155,39
2458,LH-17155,40
2459,LH-17155,41
2460,WB-21850,235
2461,AP-10915,611
2462,RA-19915,155
2463,RA-19915,156
2464,RA-19915,157
2465,DR-12880,134
2466,JG-15310,612
2467,LC-16870,80
2468,LC-16870,81
2469,GB-14530,17
2470,CK-12205,400
2471,CK-12205,401
2472,TS-21160,613
2473,MH-18025,48
2474,DM-12955,94
2475,JJ-15760,94
2476,KB-16585,262
2477,CM-12160,46
2478,FM-14215,15
2479,RF-19735,49
2480,RF-19735,50
2481,RF-19735,51
2482,RF-19735,52
2483,JK-15370,173
2484,JB-16045,614
2485,PN-18775,173
2486,LF-17185,62
2487,RH-19510,615
2488,MC-17575,106
2489,MN-17935,42
2490,EH-14125,4
2491,TC-21535,64
2492,TC-21535,65
2493,TC-21535,66
2494,JD-15895,90
2495,IL-15100,20
2496,SW-20350,280
2497,DP-13390,31
2498,BT-11395,616
2499,JE-15475,28
2500,EJ-13720,126
2501,BE-11410,452
2502,KL-16555,423
2503,NC-18415,314
2504,NC-18415,315
2505,AH-10690,609
2506,PK-19075,283
2507,NG-18430,161
2508,NG-18430,162
2509,ZD-21925,190
2510,ZD-21925,191
2511,NW-18400,380
2512,HG-14845,28
2513,CC-12685,235
2514,JG-15805,233
2515,RW-19540,218
2516,LS-17230,25
2517,LS-17230,26
2518,MY-18295,64
2519,MY-18295,65
2520,MY-18295,66
2521,JM-15655,384
2522,KM-16720,393
2523,KE-16420,67
2524,KE-16420,68
2525,TS-21370,17
2526,SZ-20035,187
2527,JE-15745,211
2528,JE-15745,212
2529,MS-17980,463
2530,MS-17980,464
2531,MS-17980,465
2532,MS-17980,466
2533,DH-13675,500
2534,DH-13675,501
2535,GT-14755,323
2536,GH-14410,46
2537,DM-13015,93
2538,TC-21295,617
2539,JK-16120,222
2540,NC-18415,326
2541,AJ-10960,126
2542,LC-16885,618
2543,GW-14605,46
2544,SC-20305,607
2545,SC-20305,608
2546,JF-15355,265
2547,DM-13015,475
2548,EP-13915,123
2549,JG-15805,95
2550,JG-15805,96
2551,PF-19120,33
2552,DW-13195,509
2553,CK-12595,222
2554,CC-12670,619
2555,CC-12670,620
2556,SV-20785,332
2557,SP-20860,3
2558,MS-17770,94
2559,TC-21475,586
2560,SJ-20125,621
2561,DS-13180,93
2562,SC-20800,622
2563,SH-20395,304
2564,SF-20965,623
2565,MG-17680,147
2566,CS-12400,90
2567,VT-21700,147
2568,AB-10105,590
2569,MM-18280,62
2570,ML-17410,73
2571,KD-16495,469
2572,RF-19735,32
2573,SC-20305,48
2574,BN-11515,9
2575,JS-15880,159
2576,VG-21805,15
2577,AW-10840,561
2578,LS-17230,102
2579,MH-17455,624
2580,TS-21340,28
2581,EH-13945,42
2582,MG-17695,349
2583,DO-13435,3
2584,AF-10870,338
2585,SN-20710,127
2586,SN-20710,128
2587,MO-17500,370
2588,MO-17500,371
2589,ON-18715,108
2590,SC-20095,500
2591,SC-20095,501
2592,MS-17710,261
2593,DN-13690,13
2594,RB-19360,541
2595,NH-18610,118
2596,ED-13885,90
2597,PW-19240,15
2598,DM-13345,278
2599,DW-13540,28
2600,EH-14125,136
2601,KE-16420,93
2602,SP-20920,3
2603,PS-19045,577
2604,JM-15250,38
2605,EB-13930,275
2606,EB-13930,276
2607,EB-13930,277
2608,FG-14260,87
2609,TH-21235,28
2610,PL-18925,88
2611,CC-12370,90
2612,JM-15535,625
2613,JM-15535,626
2614,JM-15535,627
2615,KF-16285,241
2616,CS-12175,119
2617,CS-12175,120
2618,CS-12175,121
