order_id,customer_id,product_id,ship_mode_id,order_date,ship_date,sales,quantity,discount,profit
CA-2018-151911,DL-13495,OFF-EN-10002986,1,4/30/2018,5/5/2018,62.96,4.0,0.0,28.332
CA-2018-166436,TS-21370,OFF-PA-10001838,2,11/24/2018,11/28/2018,5.88,1.0,0.0,2.8812
CA-2018-166436,TS-21370,FUR-CH-10000785,2,11/24/2018,11/28/2018,977.292,6.0,0.1,173.7408
CA-2018-139661,JW-15220,FUR-FU-10002885,2,10/30/2018,11/3/2018,9.64,2.0,0.0,3.6632
CA-2015-123925,RF-19840,OFF-AR-10002952,1,12/17/2015,12/19/2015,40.05,3.0,0.0,11.214
CA-2018-152485,JD-15790,OFF-AR-10003759,2,9/4/2018,9/8/2018,10.192,7.0,0.2,3.185
CA-2018-152485,JD-15790,OFF-ST-10004950,2,9/4/2018,9/8/2018,16.784,1.0,0.2,-0.2098
CA-2018-152485,JD-15790,OFF-AR-10001940,2,9/4/2018,9/8/2018,13.12,5.0,0.2,3.772
CA-2017-141586,NK-18490,OFF-BI-10003981,3,10/17/2017,10/20/2017,18.16,5.0,0.2,6.583
CA-2018-130386,NG-18430,OFF-PA-10002749,2,11/12/2018,11/18/2018,16.056,3.0,0.2,5.8203
CA-2018-130386,NG-18430,OFF-PA-10003823,2,11/12/2018,11/18/2018,223.056,9.0,0.2,69.705
CA-2018-130386,NG-18430,OFF-ST-10003716,2,11/12/2018,11/18/2018,540.048,3.0,0.2,-47.2542
CA-2017-100468,AT-10435,TEC-PH-10001300,2,11/24/2017,12/1/2017,33.52,2.0,0.2,3.352
CA-2017-100468,AT-10435,FUR-FU-10000010,2,11/24/2017,12/1/2017,9.94,2.0,0.0,3.0814
CA-2016-153388,PC-19000,OFF-AR-10001868,2,8/1/2016,8/7/2016,6.72,4.0,0.0,3.36
CA-2016-153388,PC-19000,FUR-TA-10003715,2,8/1/2016,8/7/2016,1004.976,6.0,0.2,-175.8708
CA-2018-154935,AR-10540,OFF-BI-10003708,2,12/24/2018,12/29/2018,17.88,3.0,0.2,5.5875
CA-2017-134208,CS-12505,TEC-MA-10004458,2,9/17/2017,9/23/2017,396.0,4.0,0.0,190.08
CA-2018-108294,LS-16975,OFF-BI-10004965,4,12/10/2018,12/10/2018,34.5,3.0,0.0,15.525
CA-2018-103611,JM-15535,FUR-FU-10004270,3,9/12/2018,9/15/2018,8.36,2.0,0.0,3.0096
CA-2018-100384,NH-18610,OFF-AR-10002135,2,6/24/2018,7/1/2018,385.6,8.0,0.0,111.824
CA-2018-100384,NH-18610,OFF-AR-10003514,2,6/24/2018,7/1/2018,35.82,9.0,0.0,11.8206
CA-2018-112809,RA-19915,OFF-ST-10002276,2,8/18/2018,8/22/2018,200.064,3.0,0.2,12.504
CA-2018-112809,RA-19915,OFF-BI-10001098,2,8/18/2018,8/22/2018,21.38,5.0,0.8,-33.139
CA-2018-112809,RA-19915,OFF-BI-10001636,2,8/18/2018,8/22/2018,6.744,4.0,0.8,-11.4648
US-2018-160759,AI-10855,FUR-CH-10002961,2,12/11/2018,12/17/2018,63.686,1.0,0.3,-9.098
CA-2018-148446,MC-17845,FUR-TA-10004256,1,12/10/2018,12/14/2018,1669.6,4.0,0.0,116.872
CA-2015-111059,TB-21400,OFF-BI-10004593,1,2/3/2015,2/6/2015,83.84,2.0,0.2,27.248
CA-2015-111059,TB-21400,OFF-BI-10002827,1,2/3/2015,2/6/2015,13.272,3.0,0.2,4.3134
CA-2018-116204,VW-21775,OFF-BI-10001759,1,2/11/2018,2/14/2018,21.336,7.0,0.2,7.7343
CA-2018-109946,PL-18925,OFF-AR-10001419,2,4/16/2018,4/21/2018,16.52,5.0,0.2,2.065
CA-2016-144806,GH-14425,FUR-FU-10002253,2,12/6/2016,12/11/2016,206.112,6.0,0.2,48.9516
CA-2016-144806,GH-14425,OFF-PA-10002586,2,12/6/2016,12/11/2016,19.92,5.0,0.2,6.723
CA-2016-144806,GH-14425,OFF-PA-10003039,2,12/6/2016,12/11/2016,198.272,8.0,0.2,61.96
CA-2016-144806,GH-14425,OFF-ST-10004804,2,12/6/2016,12/11/2016,247.104,6.0,0.2,-58.6872
CA-2016-144806,GH-14425,OFF-AR-10004042,2,12/6/2016,12/11/2016,86.304,6.0,0.2,9.7092
CA-2017-122392,CJ-12010,OFF-AR-10002221,2,7/22/2017,7/27/2017,4.16,2.0,0.2,0.364
CA-2017-122392,CJ-12010,FUR-FU-10002456,2,7/22/2017,7/27/2017,11.648,2.0,0.2,3.3488
CA-2016-148432,MC-18130,OFF-FA-10004968,1,11/7/2016,11/10/2016,26.18,7.0,0.0,0.5236
CA-2016-148432,MC-18130,OFF-PA-10001274,1,11/7/2016,11/10/2016,7.3,2.0,0.0,3.431
CA-2016-103793,BV-11245,OFF-PA-10001125,2,3/26/2016,3/31/2016,74.352,3.0,0.2,23.235
CA-2018-159884,JF-15490,OFF-ST-10000344,2,8/31/2018,9/5/2018,10.744,1.0,0.2,0.8058
CA-2018-159884,JF-15490,OFF-FA-10000585,2,8/31/2018,9/5/2018,8.376,3.0,0.2,2.7222
CA-2017-139885,EB-13840,OFF-ST-10003324,2,12/4/2017,12/8/2017,212.88,6.0,0.0,0.0
CA-2018-124086,MP-18175,FUR-BO-10004015,2,2/10/2018,2/14/2018,203.983,2.0,0.15,16.7986
CA-2017-112389,JM-15655,OFF-ST-10000419,2,10/29/2017,11/2/2017,40.74,3.0,0.0,0.4074
CA-2017-112389,JM-15655,OFF-AP-10001626,2,10/29/2017,11/2/2017,11.67,3.0,0.0,3.0342
CA-2018-121888,CL-11890,TEC-PH-10000439,1,9/15/2018,9/17/2018,39.99,1.0,0.0,11.5971
CA-2018-121888,CL-11890,OFF-AR-10003478,1,9/15/2018,9/17/2018,16.28,2.0,0.0,6.512
CA-2018-121888,CL-11890,FUR-BO-10002545,1,9/15/2018,9/17/2018,782.94,3.0,0.0,203.5644
CA-2018-121888,CL-11890,OFF-BI-10001765,1,9/15/2018,9/17/2018,242.48,7.0,0.0,116.3904
CA-2015-166884,CK-12205,FUR-FU-10003981,1,3/11/2015,3/16/2015,8.32,5.0,0.2,2.288
CA-2015-166884,CK-12205,OFF-FA-10001561,1,3/11/2015,3/16/2015,10.464,6.0,0.2,1.7004
CA-2015-107181,DB-13270,OFF-BI-10004230,2,2/4/2015,2/8/2015,82.896,3.0,0.2,29.0136
CA-2015-107181,DB-13270,OFF-PA-10000350,2,2/4/2015,2/8/2015,34.24,4.0,0.0,16.0928
CA-2015-150245,PC-18745,FUR-BO-10002613,1,12/31/2015,1/4/2016,1573.488,7.0,0.2,196.686
CA-2016-111395,VB-21745,OFF-PA-10000994,2,11/23/2016,11/27/2016,335.52,4.0,0.2,117.432
CA-2016-111395,VB-21745,OFF-BI-10002867,2,11/23/2016,11/27/2016,23.912,2.0,0.8,-40.6504
CA-2016-111395,VB-21745,OFF-ST-10001291,2,11/23/2016,11/27/2016,27.056,2.0,0.2,2.3674
CA-2015-134278,EP-13915,TEC-CO-10001046,3,7/6/2015,7/8/2015,559.992,1.0,0.2,174.9975
US-2018-124926,ME-17320,OFF-AP-10004868,1,11/13/2018,11/18/2018,9.324,6.0,0.8,-24.7086
CA-2017-159345,IG-15085,OFF-PA-10000806,2,6/17/2017,6/22/2017,111.96,2.0,0.0,54.8604
CA-2015-130274,JS-15940,OFF-LA-10002195,3,5/3/2015,5/5/2015,21.56,7.0,0.0,10.3488
CA-2018-158386,BO-11425,OFF-BI-10003719,2,10/16/2018,10/21/2018,124.75,5.0,0.0,57.385
CA-2016-111507,VW-21775,OFF-AR-10001315,2,2/6/2016,2/13/2016,5.28,3.0,0.0,1.5312
CA-2018-120761,AB-10150,TEC-AC-10000171,2,9/4/2018,9/8/2018,91.96,4.0,0.0,39.5428
CA-2017-109176,JW-16075,OFF-EN-10003134,2,5/9/2017,5/15/2017,9.344,1.0,0.2,3.504
CA-2017-109176,JW-16075,OFF-AR-10001955,2,5/9/2017,5/15/2017,79.36,5.0,0.2,9.92
CA-2016-112116,JE-15475,FUR-TA-10001039,1,3/16/2016,3/18/2016,171.96,2.0,0.0,44.7096
CA-2017-126809,EB-13750,OFF-BI-10003712,2,4/9/2017,4/13/2017,35.352,9.0,0.2,12.8151
CA-2015-105172,PK-18910,OFF-LA-10001641,2,4/4/2015,4/9/2015,18.9,6.0,0.0,9.072
CA-2018-107293,CS-12400,OFF-AR-10003732,3,9/5/2018,9/6/2018,2.78,1.0,0.0,0.7228
US-2018-102890,SG-20470,FUR-TA-10000577,4,6/30/2018,6/30/2018,1044.63,5.0,0.4,-295.9785
CA-2016-158554,CM-12190,OFF-PA-10004000,4,11/9/2016,11/9/2016,11.352,3.0,0.2,4.1151
CA-2015-116239,CL-12565,OFF-ST-10001370,4,3/4/2015,3/4/2015,354.9,5.0,0.0,17.745
CA-2016-132101,JO-15550,TEC-PH-10004539,2,3/19/2016,3/25/2016,453.576,3.0,0.2,39.6879
CA-2016-129112,AW-10840,TEC-AC-10003038,3,11/29/2016,11/30/2016,21.48,3.0,0.2,-0.2685
CA-2016-129112,AW-10840,OFF-BI-10000088,3,11/29/2016,11/30/2016,8.784,4.0,0.8,-13.6152
US-2018-152002,DV-13465,OFF-PA-10000357,4,6/11/2018,6/11/2018,122.97,3.0,0.0,60.2553
CA-2018-165029,AH-10075,OFF-AR-10003504,2,11/26/2018,11/30/2018,12.84,3.0,0.0,3.7236
US-2015-157385,SC-20095,FUR-CH-10000863,3,11/23/2015,11/25/2015,603.92,5.0,0.2,-67.941
US-2015-157385,SC-20095,OFF-EN-10003160,3,11/23/2015,11/25/2015,21.84,3.0,0.0,10.4832
US-2015-157385,SC-20095,TEC-AC-10003280,3,11/23/2015,11/25/2015,29.99,1.0,0.0,6.2979
US-2015-157385,SC-20095,FUR-CH-10000595,3,11/23/2015,11/25/2015,381.44,2.0,0.2,23.84
CA-2015-101602,MC-18100,TEC-PH-10000169,3,12/15/2015,12/18/2015,40.68,3.0,0.2,-9.153
CA-2015-101602,MC-18100,FUR-CH-10004675,3,12/15/2015,12/18/2015,763.28,5.0,0.3,-21.808
CA-2017-109057,TT-21460,OFF-ST-10002406,2,4/22/2017,4/27/2017,23.952,2.0,0.2,2.3952
CA-2017-154403,AP-10720,OFF-PA-10001526,2,5/23/2017,5/27/2017,4.98,1.0,0.0,2.4402
CA-2017-102456,DL-12865,OFF-AP-10004336,3,2/27/2017,3/1/2017,170.88,3.0,0.0,49.5552
CA-2016-131338,NP-18325,TEC-PH-10003012,3,8/9/2016,8/12/2016,307.98,2.0,0.0,89.3142
CA-2016-131338,NP-18325,FUR-TA-10002607,3,8/9/2016,8/12/2016,382.806,9.0,0.4,-153.1224
CA-2016-131338,NP-18325,OFF-ST-10000642,3,8/9/2016,8/12/2016,41.96,2.0,0.0,2.9372
CA-2016-131338,NP-18325,OFF-BI-10000545,3,8/9/2016,8/12/2016,1217.568,2.0,0.2,456.588
CA-2016-131338,NP-18325,FUR-FU-10002157,3,8/9/2016,8/12/2016,47.04,3.0,0.0,18.3456
CA-2016-131338,NP-18325,FUR-FU-10001706,3,8/9/2016,8/12/2016,6.16,2.0,0.0,2.9568
CA-2016-131338,NP-18325,TEC-PH-10000984,3,8/9/2016,8/12/2016,979.95,5.0,0.0,274.386
CA-2016-131338,NP-18325,OFF-PA-10001357,3,8/9/2016,8/12/2016,143.7,3.0,0.0,68.976
CA-2016-131338,NP-18325,OFF-FA-10000992,3,8/9/2016,8/12/2016,10.65,3.0,0.0,5.0055
CA-2016-131338,NP-18325,TEC-AC-10002600,3,8/9/2016,8/12/2016,247.8,4.0,0.0,34.692
CA-2017-109911,VG-21805,OFF-AR-10001662,2,5/12/2017,5/16/2017,10.96,4.0,0.0,2.9592
US-2017-132423,MY-18295,OFF-AR-10001221,2,4/15/2017,4/19/2017,33.488,7.0,0.2,5.8604
US-2017-132423,MY-18295,OFF-FA-10002988,2,4/15/2017,4/19/2017,8.04,5.0,0.2,2.9145
CA-2016-122826,RD-19480,TEC-PH-10004830,1,6/23/2016,6/25/2016,201.568,4.0,0.2,22.6764
CA-2015-117317,JF-15490,OFF-PA-10004519,4,10/19/2015,10/19/2015,13.44,3.0,0.0,6.5856
CA-2016-118423,DP-13390,FUR-BO-10000362,3,3/24/2016,3/27/2016,359.058,3.0,0.3,-35.9058
CA-2018-149181,MD-17350,FUR-CH-10004540,2,5/8/2018,5/12/2018,47.992,2.0,0.3,-2.0568
CA-2018-132234,MY-17380,FUR-FU-10001290,3,10/16/2018,10/18/2018,547.3,13.0,0.0,175.136
CA-2018-158876,AB-10150,OFF-PA-10000308,1,11/19/2018,11/21/2018,16.896,4.0,0.2,5.28
CA-2018-158876,AB-10150,OFF-SU-10001165,1,11/19/2018,11/21/2018,6.672,1.0,0.2,0.5004
CA-2018-158876,AB-10150,OFF-AR-10003373,1,11/19/2018,11/21/2018,99.136,4.0,0.2,8.6744
CA-2018-158876,AB-10150,FUR-FU-10001967,1,11/19/2018,11/21/2018,15.992,2.0,0.6,-13.993
CA-2017-164672,GB-14530,FUR-FU-10001488,1,5/8/2017,5/13/2017,211.96,2.0,0.0,42.392
US-2017-132857,CA-12775,OFF-AR-10003251,2,12/11/2017,12/17/2017,6.672,3.0,0.2,1.668
CA-2018-116645,ME-17725,OFF-AR-10001044,2,11/30/2018,12/4/2018,155.94,6.0,0.0,45.2226
US-2017-115819,JO-15280,TEC-PH-10004700,1,4/19/2017,4/24/2017,39.96,5.0,0.2,12.987
US-2017-115819,JO-15280,OFF-AR-10000823,1,4/19/2017,4/24/2017,5.46,3.0,0.0,1.5288
US-2017-115819,JO-15280,OFF-AR-10004456,1,4/19/2017,4/24/2017,73.2,5.0,0.0,21.228
US-2017-115819,JO-15280,OFF-BI-10000050,1,4/19/2017,4/24/2017,5.84,1.0,0.2,1.971
US-2017-115819,JO-15280,OFF-PA-10002377,1,4/19/2017,4/24/2017,22.72,4.0,0.0,10.224
US-2017-115819,JO-15280,OFF-BI-10000591,1,4/19/2017,4/24/2017,9.336,3.0,0.2,3.2676
CA-2015-156349,ML-17395,FUR-BO-10000362,2,5/26/2015,5/30/2015,290.666,2.0,0.15,27.3568
CA-2015-156349,ML-17395,TEC-PH-10000441,2,5/26/2015,5/30/2015,201.584,2.0,0.2,20.1584
CA-2015-156349,ML-17395,TEC-PH-10002726,2,5/26/2015,5/30/2015,83.984,2.0,0.2,31.494
CA-2018-138380,YS-21880,OFF-ST-10003306,2,12/21/2018,12/25/2018,1000.02,7.0,0.0,290.0058
US-2017-113509,PL-18925,TEC-AC-10004855,2,3/15/2017,3/19/2017,83.976,3.0,0.2,-13.6461
CA-2016-130022,JK-16120,OFF-LA-10002787,2,8/10/2016,8/16/2016,3.75,1.0,0.0,1.8
CA-2016-130022,JK-16120,OFF-LA-10002043,2,8/10/2016,8/16/2016,41.4,4.0,0.0,19.872
CA-2016-130022,JK-16120,OFF-AR-10001915,2,8/10/2016,8/16/2016,29.79,3.0,0.0,12.5118
US-2017-118780,PN-18775,OFF-ST-10000352,1,9/10/2017,9/14/2017,59.48,2.0,0.0,8.922
US-2017-118780,PN-18775,OFF-PA-10000575,1,9/10/2017,9/14/2017,6.69,1.0,0.0,3.0774
CA-2018-108560,JC-15385,FUR-FU-10002937,2,7/8/2018,7/15/2018,198.46,2.0,0.0,99.23
CA-2018-108560,JC-15385,OFF-LA-10003930,2,7/8/2018,7/15/2018,786.48,8.0,0.0,385.3752
CA-2018-108560,JC-15385,OFF-BI-10001107,2,7/8/2018,7/15/2018,23.168,2.0,0.2,7.8192
CA-2018-108560,JC-15385,TEC-AC-10003063,2,7/8/2018,7/15/2018,50.0,2.0,0.0,10.5
CA-2016-157084,JG-15160,TEC-PH-10002922,2,12/19/2016,12/24/2016,675.96,5.0,0.2,84.495
CA-2016-157084,JG-15160,TEC-AC-10002049,2,12/19/2016,12/24/2016,1265.85,3.0,0.0,556.974
CA-2016-164539,PO-19180,OFF-AP-10002457,2,11/16/2016,11/22/2016,523.25,5.0,0.0,141.2775
CA-2016-143119,MC-17275,FUR-CH-10001270,2,9/24/2016,9/30/2016,517.5,6.0,0.0,155.25
CA-2018-101049,AS-10240,FUR-FU-10004415,1,6/21/2018,6/25/2018,17.92,5.0,0.2,2.464
CA-2018-101049,AS-10240,OFF-BI-10001510,1,6/21/2018,6/25/2018,41.256,6.0,0.7,-34.38
CA-2017-106530,CL-12565,OFF-ST-10002011,4,5/8/2017,5/8/2017,1006.056,3.0,0.2,88.0299
CA-2017-106530,CL-12565,OFF-PA-10002986,4,5/8/2017,5/8/2017,10.688,2.0,0.2,3.7408
CA-2017-106530,CL-12565,OFF-PA-10004451,4,5/8/2017,5/8/2017,10.368,2.0,0.2,3.6288
CA-2017-106530,CL-12565,OFF-ST-10000649,4,5/8/2017,5/8/2017,25.12,2.0,0.2,1.57
CA-2017-106530,CL-12565,TEC-AC-10001465,4,5/8/2017,5/8/2017,58.112,2.0,0.2,7.264
CA-2015-168984,NW-18400,OFF-PA-10001166,2,11/26/2015,12/2/2015,15.552,3.0,0.2,5.4432
CA-2015-168984,NW-18400,OFF-ST-10001097,2,11/26/2015,12/2/2015,669.08,5.0,0.2,-167.27
CA-2015-168984,NW-18400,TEC-PH-10000038,2,11/26/2015,12/2/2015,438.336,4.0,0.2,-87.6672
CA-2017-157266,TB-21280,OFF-PA-10002689,2,5/26/2017,6/1/2017,19.44,3.0,0.0,9.3312
CA-2017-157266,TB-21280,OFF-BI-10004728,2,5/26/2017,6/1/2017,9.64,2.0,0.0,4.4344
CA-2017-157266,TB-21280,OFF-PA-10004675,2,5/26/2017,6/1/2017,12.7,2.0,0.0,5.842
CA-2017-157266,TB-21280,FUR-FU-10000629,2,5/26/2017,6/1/2017,41.37,3.0,0.0,17.3754
US-2015-134712,BS-11380,OFF-FA-10003112,2,11/29/2015,12/4/2015,12.624,2.0,0.2,3.945
CA-2016-111829,FH-14365,OFF-ST-10000142,3,3/19/2016,3/20/2016,1247.64,3.0,0.0,349.3392
CA-2016-111829,FH-14365,TEC-CO-10001766,3,3/19/2016,3/20/2016,3149.93,7.0,0.0,1480.4671
CA-2016-111829,FH-14365,OFF-PA-10004359,3,3/19/2016,3/20/2016,209.7,2.0,0.0,100.656
CA-2016-105221,VM-21685,TEC-AC-10002323,3,11/1/2016,11/3/2016,35.36,2.0,0.2,-3.094
CA-2016-105221,VM-21685,OFF-FA-10001135,3,11/1/2016,11/3/2016,3.168,2.0,0.2,-0.7128
CA-2016-120341,SF-20200,OFF-BI-10004224,1,9/26/2016,9/29/2016,121.104,6.0,0.7,-100.92
CA-2016-120341,SF-20200,TEC-PH-10003357,1,9/26/2016,9/29/2016,45.894,1.0,0.4,-9.1788
CA-2015-135699,HH-15010,OFF-PA-10004475,4,8/29/2015,8/29/2015,109.92,2.0,0.0,53.8608
CA-2015-135699,HH-15010,OFF-PA-10003001,4,8/29/2015,8/29/2015,13.36,2.0,0.0,6.4128
US-2018-132444,CD-12280,OFF-ST-10003442,3,11/18/2018,11/21/2018,169.68,6.0,0.0,45.8136
US-2018-132444,CD-12280,TEC-AC-10003832,3,11/18/2018,11/21/2018,132.52,4.0,0.0,54.3332
US-2018-132444,CD-12280,OFF-FA-10000611,3,11/18/2018,11/21/2018,2.96,2.0,0.0,1.4208
US-2018-132444,CD-12280,OFF-BI-10001116,3,11/18/2018,11/21/2018,8.448,2.0,0.2,2.9568
US-2018-132444,CD-12280,OFF-ST-10000563,3,11/18/2018,11/21/2018,95.94,3.0,0.0,9.594
CA-2015-127159,HL-15040,FUR-FU-10000010,3,5/12/2015,5/15/2015,34.79,7.0,0.0,10.7849
CA-2018-161809,TH-21100,TEC-PH-10004922,2,1/20/2018,1/26/2018,160.776,3.0,0.2,10.0485
CA-2018-127285,MM-18055,OFF-BI-10004330,2,10/30/2018,11/6/2018,88.752,3.0,0.2,27.735
CA-2018-127285,MM-18055,OFF-BI-10002072,2,10/30/2018,11/6/2018,13.904,2.0,0.2,5.214
CA-2018-144526,QJ-19255,TEC-PH-10002549,2,4/30/2018,5/6/2018,677.58,5.0,0.4,-158.102
CA-2018-144526,QJ-19255,OFF-BI-10002353,2,4/30/2018,5/6/2018,13.896,3.0,0.7,-9.264
CA-2017-128531,NS-18505,OFF-ST-10001325,1,11/24/2017,11/26/2017,41.92,5.0,0.2,3.668
CA-2017-128531,NS-18505,TEC-AC-10002049,1,11/24/2017,11/26/2017,297.576,3.0,0.2,-7.4394
CA-2017-128531,NS-18505,OFF-FA-10002676,1,11/24/2017,11/26/2017,4.344,3.0,0.2,0.8688
CA-2017-128531,NS-18505,TEC-AC-10003023,1,11/24/2017,11/26/2017,94.992,2.0,0.2,-2.3748
CA-2017-128531,NS-18505,OFF-PA-10000167,1,11/24/2017,11/26/2017,74.352,3.0,0.2,23.235
CA-2017-128531,NS-18505,OFF-AR-10003405,1,11/24/2017,11/26/2017,14.04,3.0,0.2,1.5795
US-2016-157154,MM-17920,FUR-TA-10001889,2,1/10/2016,1/15/2016,1018.104,4.0,0.4,-373.3048
CA-2018-159457,RD-19480,TEC-PH-10002185,2,10/19/2018,10/26/2018,16.68,3.0,0.2,5.2125
CA-2017-107615,RB-19645,TEC-AC-10001013,3,3/22/2017,3/25/2017,58.58,2.0,0.0,19.3314
CA-2018-111647,RD-19585,TEC-PH-10002726,2,7/3/2018,7/7/2018,167.968,4.0,0.2,62.988
CA-2016-150560,SW-20455,OFF-LA-10003930,3,12/11/2016,12/12/2016,196.62,2.0,0.0,96.3438
CA-2016-143077,SF-20965,FUR-FU-10003535,2,9/17/2016,9/21/2016,21.936,2.0,0.6,-10.4196
CA-2016-143077,SF-20965,OFF-BI-10000088,2,9/17/2016,9/21/2016,6.588,3.0,0.8,-10.2114
CA-2017-122728,EB-13930,OFF-ST-10000604,2,5/18/2017,5/24/2017,104.28,3.0,0.0,26.07
CA-2017-122728,EB-13930,OFF-PA-10004040,2,5/18/2017,5/24/2017,17.94,3.0,0.0,8.7906
CA-2015-122882,SB-20290,OFF-ST-10002344,2,9/7/2015,9/13/2015,64.784,1.0,0.2,-14.5764
CA-2015-122882,SB-20290,TEC-PH-10003589,2,9/7/2015,9/13/2015,32.382,3.0,0.4,4.3176
CA-2015-122882,SB-20290,FUR-FU-10000758,2,9/7/2015,9/13/2015,42.368,2.0,0.2,8.4736
CA-2015-122882,SB-20290,TEC-MA-10004679,2,9/7/2015,9/13/2015,399.54,4.0,0.7,-559.356
US-2017-101497,PS-18760,OFF-PA-10000176,1,9/29/2017,10/1/2017,18.97,1.0,0.0,9.1056
CA-2017-147585,CB-12535,FUR-FU-10002597,2,11/7/2017,11/12/2017,14.82,3.0,0.0,6.2244
CA-2018-149489,DK-12835,OFF-AP-10002495,3,4/24/2018,4/27/2018,99.28,2.0,0.2,12.41
CA-2018-149489,DK-12835,OFF-BI-10002813,3,4/24/2018,4/27/2018,1.188,2.0,0.7,-0.99
CA-2018-149489,DK-12835,OFF-BI-10002414,3,4/24/2018,4/27/2018,7.518,2.0,0.7,-5.7638
CA-2018-143798,AW-10840,OFF-PA-10000788,3,12/10/2018,12/12/2018,10.368,2.0,0.2,3.6288
CA-2018-143798,AW-10840,FUR-FU-10004306,3,12/10/2018,12/12/2018,310.88,2.0,0.2,23.316
CA-2015-142839,TS-21610,FUR-TA-10001539,2,8/16/2015,8/20/2015,853.092,6.0,0.4,-227.4912
CA-2018-129833,HF-14995,OFF-PA-10000575,2,12/9/2018,12/15/2018,33.45,5.0,0.0,15.387
CA-2018-129833,HF-14995,OFF-BI-10004182,2,12/9/2018,12/15/2018,10.4,5.0,0.0,5.096
US-2017-154361,HZ-14950,FUR-FU-10004020,2,3/14/2017,3/19/2017,21.88,5.0,0.2,6.2905
US-2017-158708,AB-10255,TEC-AC-10003133,1,6/26/2017,6/29/2017,13.616,2.0,0.2,3.5742
CA-2016-156335,PO-19195,TEC-AC-10002006,1,9/25/2016,9/28/2016,63.96,4.0,0.0,19.8276
CA-2016-156335,PO-19195,OFF-BI-10003314,1,9/25/2016,9/28/2016,14.46,3.0,0.0,7.0854
CA-2016-156335,PO-19195,TEC-PH-10002726,1,9/25/2016,9/28/2016,104.98,2.0,0.0,52.49
CA-2016-148376,AG-10900,OFF-AP-10000240,2,12/27/2016,12/31/2016,106.96,2.0,0.0,31.0184
CA-2016-148376,AG-10900,OFF-LA-10002381,2,12/27/2016,12/31/2016,21.56,7.0,0.0,10.3488
CA-2015-135657,SC-20725,FUR-TA-10004086,1,6/3/2015,6/7/2015,515.88,6.0,0.0,113.4936
CA-2016-114069,ND-18370,OFF-BI-10000320,1,7/13/2016,7/15/2016,11.808,2.0,0.2,4.2804
CA-2016-114069,ND-18370,FUR-CH-10000595,1,7/13/2016,7/15/2016,1931.04,9.0,0.1,321.84
CA-2016-114069,ND-18370,OFF-PA-10000349,1,7/13/2016,7/15/2016,9.96,2.0,0.0,4.6812
CA-2015-139857,CD-12790,OFF-FA-10001843,2,2/2/2015,2/6/2015,12.35,5.0,0.0,5.8045
CA-2017-106306,PG-18820,OFF-BI-10003676,4,3/8/2017,3/8/2017,9.702,3.0,0.7,-7.1148
CA-2016-100545,IM-15070,OFF-BI-10003638,2,11/22/2016,11/26/2016,11.61,2.0,0.7,-9.288
CA-2018-123491,JK-15205,OFF-LA-10003077,2,10/30/2018,11/5/2018,43.86,6.0,0.0,20.6142
CA-2018-123491,JK-15205,TEC-PH-10003505,2,10/30/2018,11/5/2018,148.48,2.0,0.2,16.704
CA-2018-123491,JK-15205,OFF-PA-10003424,2,10/30/2018,11/5/2018,7.42,2.0,0.0,3.71
CA-2018-123491,JK-15205,FUR-CH-10003061,2,10/30/2018,11/5/2018,71.992,1.0,0.2,-0.8999
CA-2018-123491,JK-15205,OFF-AR-10003514,2,10/30/2018,11/5/2018,19.9,5.0,0.0,6.567
CA-2018-123491,JK-15205,OFF-AP-10002684,2,10/30/2018,11/5/2018,1702.12,14.0,0.0,510.636
CA-2016-145401,JP-15520,OFF-PA-10004405,2,1/30/2016,2/4/2016,14.304,6.0,0.2,5.0064
US-2018-124968,MM-18055,FUR-TA-10004289,1,9/8/2018,9/13/2018,765.625,7.0,0.5,-566.5625
CA-2018-104003,DC-13285,FUR-BO-10003965,2,10/7/2018,10/13/2018,307.666,2.0,0.15,-14.4784
CA-2017-154788,JL-15835,OFF-BI-10003314,2,4/30/2017,5/4/2017,7.712,2.0,0.2,2.7956
CA-2017-169943,BN-11515,OFF-AP-10001563,2,5/19/2017,5/24/2017,242.9,5.0,0.0,70.441
CA-2017-169943,BN-11515,OFF-ST-10004123,2,5/19/2017,5/24/2017,454.9,5.0,0.0,0.0
CA-2017-169943,BN-11515,FUR-FU-10002088,2,5/19/2017,5/24/2017,35.92,4.0,0.0,15.0864
CA-2017-169943,BN-11515,FUR-FU-10000010,2,5/19/2017,5/24/2017,39.76,8.0,0.0,12.3256
CA-2017-169943,BN-11515,OFF-BI-10002824,2,5/19/2017,5/24/2017,47.744,4.0,0.2,14.92
US-2016-123218,KD-16345,TEC-PH-10001061,2,12/20/2016,12/25/2016,159.984,2.0,0.2,11.9988
US-2016-123218,KD-16345,TEC-AC-10000736,2,12/20/2016,12/25/2016,255.968,4.0,0.2,51.1936
US-2016-123218,KD-16345,FUR-BO-10003966,2,12/20/2016,12/25/2016,359.058,3.0,0.3,-71.8116
CA-2016-127453,JK-15370,OFF-AP-10000828,3,12/19/2016,12/20/2016,434.352,3.0,0.2,43.4352
CA-2016-127453,JK-15370,OFF-AP-10002906,3,12/19/2016,12/20/2016,3.552,2.0,0.2,0.444
CA-2016-127453,JK-15370,OFF-AP-10003860,3,12/19/2016,12/20/2016,88.832,4.0,0.2,7.7728
